node_id,avg_hours_per_day,active_span_days,start_epoch,end_epoch
333762284,9.1422,322.17,1199878980,1227714238
333764861,1.1977,341.74,1198194900,1227721597
333771769,3.2192,353.41,1197583722,1228118639
333774247,8.2874,396.84,1197546279,1231833603
333775661,23.2256,342.05,1198207670,1227760552
333783093,13.3549,331.15,1197791000,1226402279
333786493,3.9487,300.19,1201777092,1227713667
333810014,16.1098,474.88,1186686886,1227716604
333811859,19.7402,516.06,1182866465,1227453844
333839264,15.8542,302.31,1199723015,1225842828
333851285,13.7911,378.76,1193112695,1225837582
333871008,18.6418,378.18,1195051869,1227726849
333875679,6.9778,473.32,1184953444,1225847964
333897303,23.9880,375.77,1194888788,1227355009
333900367,8.3905,321.59,1199909391,1227694421
333906867,20.0840,460.95,1186595555,1226421633
333918899,15.9865,445.52,1190323551,1228816603
333923255,23.3396,472.84,1186801432,1227655120
333930223,4.5449,449.41,1188782157,1227611593
334016407,16.4776,497.94,1182658191,1225679999
334022365,11.0785,453.29,1188565966,1227730624
334027290,17.7560,311.85,1200576836,1227520767
334032089,22.9178,349.91,1197364254,1227596823
334032924,9.4434,300.54,1200534347,1226501313
334045476,1.1735,345.82,1198208543,1228087738
334057735,8.8857,334.60,1197485136,1226394266
334058536,14.1722,484.07,1185781043,1227604637
334079230,9.3608,326.02,1199416663,1227584388
334097181,23.1941,400.05,1192841605,1227406077
334097828,19.2299,323.61,1197883534,1225843203
334139795,18.4450,429.98,1190558140,1227708154
334148107,23.0882,523.05,1182402735,1227594098
334151490,3.0110,372.81,1193675178,1225885820
334171167,12.1769,332.24,1199036198,1227741529
334192491,7.5009,346.05,1197445625,1227344543
334197906,2.5368,364.50,1196509114,1228001720
334253685,2.0894,319.37,1198327909,1225921323
334264696,8.8747,459.38,1186215008,1225905210
334276064,11.2387,425.94,1189123952,1225925549
334307245,10.2797,451.08,1187940539,1226913550
334318624,1.6319,411.98,1191087842,1226683146
334335021,2.4407,323.26,1197912396,1225842172
334387316,6.9191,342.06,1197472188,1227025818
334407020,12.0991,325.42,1199532434,1227649024
334425487,23.1612,303.41,1199646783,1225861538
334430155,17.6063,422.60,1189058619,1225571164
334448113,19.8222,322.21,1198356526,1226195053
334503842,20.9428,326.81,1197492712,1225729166
334524627,13.4265,408.76,1190519916,1225836814
334554593,23.7868,410.04,1192338054,1227765501
334590557,18.5338,450.54,1188708131,1227634795
334613411,8.8959,510.17,1182713448,1226792040
334636913,6.5964,333.91,1198524174,1227373806
334645954,21.7859,343.83,1196803379,1226510665
334647236,16.5619,354.77,1197089804,1227741801
334651300,1.3916,320.08,1198935531,1226590678
334652148,19.0987,451.14,1189272925,1228251449
334684515,10.4624,417.37,1190680293,1226740897
334705814,6.4303,500.74,1182669918,1225934013
334735152,21.9257,378.88,1194795201,1227530615
334740244,11.0138,453.28,1188565966,1227729198
334757685,1.6594,439.82,1189781025,1227781902
334766358,2.8682,348.34,1196310005,1226406767
334766838,3.0653,511.99,1183091160,1227326814
334790335,2.3302,343.45,1198021704,1227695877
334805013,5.1885,480.60,1186208058,1227732160
334808051,19.5285,354.84,1197066680,1227725141
334824358,18.5622,448.08,1188732243,1227446297
334882731,23.5042,438.09,1187623001,1225473922
334883550,16.9077,401.98,1191116738,1225847900
334883880,5.1219,438.96,1188670860,1226597036
334900955,13.1547,314.65,1199906919,1227093087
334915210,8.7624,429.62,1188743399,1225862984
334935934,15.4846,393.67,1193417286,1227430228
334943964,3.8473,327.05,1197640059,1225897072
334967098,10.5087,327.89,1197585943,1225915495
334986951,8.4731,450.37,1187494744,1226407133
334992033,22.6967,504.09,1182787154,1226340779
335004937,17.9175,461.39,1187765463,1227629208
335014465,4.4273,401.52,1193005985,1227697494
335015596,15.3118,535.83,1181410683,1227706021
335029070,19.4442,311.16,1200772640,1227657274
335143707,1.7577,360.22,1195477678,1226600534
335189904,18.1291,463.76,1187660441,1227729058
335202523,2.4943,341.05,1196819147,1226285449
335203115,2.2357,488.99,1185311836,1227560653
335205721,5.9486,306.02,1199430314,1225870246
335206873,14.3470,341.15,1198247320,1227722369
335226362,6.2047,432.08,1189003847,1226335815
335276893,7.5140,408.40,1191660204,1226946106
335288281,1.2292,509.76,1182946451,1226989770
335342839,11.8742,371.10,1195617134,1227679880
335345930,6.1414,360.49,1198461476,1229608101
335353352,6.2777,351.05,1196030389,1226361160
335356271,23.8143,470.09,1186864763,1227480650
335374203,4.3943,365.69,1196180275,1227775559
335400777,3.5981,367.95,1194196282,1225986740
335429153,19.4536,373.61,1194156912,1226437103
335453667,10.1698,323.15,1199797708,1227718259
335454494,15.9662,402.48,1192902459,1227676337
335455185,22.3259,334.91,1196661381,1225597181
335483348,21.1062,412.89,1192514688,1228188696
335494905,17.8761,343.20,1197738965,1227391634
335533006,23.4773,520.93,1182572251,1227580302
335535703,11.2690,329.06,1197281828,1225712836
335535731,22.9049,321.56,1199915568,1227697970
335542284,2.2282,352.84,1195405647,1225891166
335550544,15.0416,467.49,1187813489,1228204886
335605143,3.9299,338.71,1198018244,1227283006
335616469,20.7691,344.61,1197957982,1227732689
335644758,10.0294,343.71,1196264223,1225961164
